Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
370,Il Punto Ristorante,"['Restaurants', 'Italian Restaurants', 'Bars']",4.5,1608.0,5.0,1.0,(212) 244-0088,507 9th Ave,"New York, NY 10018",10018,Upscale,20.0,http://ilpuntoristorante.com,http://yellowpages.com/new-york-ny/mip/il-punto-ristorante-451353841#open-menu,Great chicken. The pollo Assut is great. The timballo exquisite. The tortellini forget about it!I want to try the whole menu if I can :) This is the best Italian food I had for…,1
371,Serafina Broadway,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.0,1769.0,5.0,1.0,(212) 315-1700,210 W 55th St,"New York, NY 10019",10019,Moderate,20.0,https://www.serafinarestaurant.com/location/serafina-broadway,http://yellowpages.com/new-york-ny/mip/serafina-broadway-7338612#open-menu,"Great food and services and the place looks very clean and nice.""",1
372,Antique Garage,"['Restaurants', 'Mediterranean Restaurants', 'Bar & Grills']",4.0,439.0,5.0,1.0,(212) 219-1019,41 Mercer St,"New York, NY 10013",10013,Upscale,19.0,http://antiquegaragesoho.com,http://yellowpages.com/new-york-ny/mip/antique-garage-7328700#open-menu,"I had an early dinner there and the food was outstanding. The fried calamri is great as well as the Hummus. I love the antique atmosphere, and if you like it enough you can buy…",0
373,Extra Virgin,"['Restaurants', 'Mediterranean Restaurants', 'American Restaurants']",4.0,352.0,5.0,1.0,(212) 691-9359,259 W 4th St,"New York, NY 10014",10014,Moderate,25.0,http://www.extravirginrestaurant.com,http://yellowpages.com/new-york-ny/mip/extra-virgin-7694252#open-menu,"Great food and atmosphere! Perfect for a dinner date or brunch.""",1
374,Hop Lee Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",4.0,89.0,5.0,1.0,(212) 962-6475,16 Mott St,"New York, NY 10013",10013,Moderate,33.0,http://www.hopleenyc.com,,I love going here!! \The Waiter John is the best!! They are so friendly there! most Chinese restaurants we go to.. they throw down the utensils at ya which is such an…,0
375,Nina's Restaurant & Pizzeria,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.0,6.0,3.0,2.0,(718) 389-8854,635 Meeker Ave,"Brooklyn, NY 11222",11222,Affordable,40.0,https://www.grubhub.com/restaurant/fabio-pizzeria--restaurant-635-meeker-ave-brooklyn/1317887,http://yellowpages.com/brooklyn-ny/mip/ninas-restaurant-pizzeria-10319343#open-menu,Nina's is a wonderful place to eat or have a party for any occasion. Whether for pizza or linen dining the food is excellent with great prices. Staff is friendly and…,1
376,Ming's Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",3.5,7.0,4.0,1.0,(212) 868-1378,393 8th ave,"New York, NY 10001",10001,Moderate,,"https://food.google.com/chooseprovider?restaurantId=/g/11fmcdv3sb&g2lbs=AL1YbfXp5zHjdM31UewUvXbAAYx8iDsfFj3p6Aa2aZkfBCJimh4HpoLt_LnwEI2kGUzC_D-PdwtvWx11vhRNRJDnaE3BBGbTP2UdbvhpF9ODT3-ykZEU9XM%3D&hl=en-US&gl=us&ssta=1&fo_m=MfohQo559jFvMWvkddHzV46uMT_RFPQ05bfKMQVr5-7IofUJMU_hT8vrWuwRMUv3d8yCO4PgMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&gei=c2gsY-DUEuCl5NoPxo2O2AM&ei=c2gsY-DUEuCl5NoPxo2O2AM&fo_s=OA,AH,SOE&sa=X&ved=2ahUKEwig2qXmxaj6AhXgElkFHcaGAzsQjYwDKAB6BAhlEAE&ius=false&sei=CReQvA2f5TaZEVkuVX6TCzCY&utm_campaign&utm_source=search",http://yellowpages.com/new-york-ny/mip/mings-chinese-restaurant-959115#open-menu,"Mings is a great chinese restaurant. Great food !""",0
377,Charritos Restaurant,"['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",4.0,95.0,4.0,1.0,(201) 418-8600,121 Washington St Ste B,"Hoboken, NJ 07030",07030,Moderate,22.0,http://www.loscharritos.com,http://yellowpages.com/hoboken-nj/mip/charritos-restaurant-3057060#open-menu,"I like eating in the one blvd east!!! The drinks are so good and the burritos, to the T!!! The New York view is beautiful day or night!!""",1
378,Trattoria Dell'Arte,"['Restaurants', 'Italian Restaurants', 'Coffee Shops']",4.0,1967.0,3.0,1.0,(212) 245-9800,900 7th Ave,"New York, NY 10106",10106,Fine Dining,33.0,https://www.trattoriadellarte.com,http://yellowpages.com/new-york-ny/mip/trattoria-dellarte-457220728#open-menu,we didnt have the pizza which many seem to have enjoyed. we had a steak and pepperoni chicken parmesan. Both were goid but our bill ended up being over $150 which was not…,1
379,IHOP,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,,,,(212) 234-4747,2294 Adam Clayton Powell Jr Blvd,"New York, NY 10030",10030,Moderate,20.0,,,"Crapy service, cold food, and a lazy attitude when mistakes are made. Billed twice for check. Then no one Could find manager. Two week b4 I got my credit. And they don't…",1
380,Bobby Van's Grill & Steakhouse - Times Square,"['Restaurants', 'Fine Dining Restaurants', 'American Restaurants']",,,,,(212) 575-5623,120 W 45th St,"New York, NY 10036",10036,Upscale,55.0,http://www.bobbyvans.com/45th-street.html,,"From Business: Bobby Vans Grill located on 45th Street is in Times Square, offering visitors and locals an opportunity to experience the premier New York steakhouse line in the…",0
381,Kosher Deluxe,"['Restaurants', 'Chinese Restaurants', 'Caterers']",3.5,65.0,,,(212) 869-6699,10 W 46th St,"New York, NY 10036",10036,Moderate,40.0,http://www.kosherdeluxe.com,http://yellowpages.com/new-york-ny/mip/kosher-deluxe-12185209#open-menu,"From Business: Kosher Deluxe is New York’s undisputed king of “Fast Food Kosher,” with a dedicated staff that’s been working together for nearly 10 years, serving up tasty…",1
382,The Capital Grille,"['Restaurants', 'Fine Dining Restaurants', 'Bars']",4.5,960.0,,,(212) 953-2000,155 E 42nd St,"New York, NY 10017",10017,Upscale,9.0,https://www.thecapitalgrille.com/locations/ny/new-york/nyc-chrysler-center/8021,http://yellowpages.com/new-york-ny/mip/the-capital-grille-4044196#open-menu,"From Business: Make it a day to remember. From birthdays and anniversaries to professional milestones, we aim to make every gathering special at The Capital Grille. Open seven…",1
383,Redeye Grill,"['Restaurants', 'American Restaurants', 'Sushi Bars']",4.0,1204.0,,,(212) 541-9000,890 7th Ave,"New York, NY 10019",10019,Upscale,30.0,,http://yellowpages.com/new-york-ny/mip/redeye-grill-3809792#open-menu,"From Business: About The Redeye Grill is a New York Brasserie located across the street from Carnegie Hall. The Redeye Grill is a favorite for lunch, dinner and weekend brunch,…",1
384,Old Town Bar,"['Restaurants', 'American Restaurants', 'Bars']",4.0,186.0,,,(212) 529-6732,45 E 18th St,"New York, NY 10003",10003,Moderate,132.0,http://www.oldtownbar.com,http://yellowpages.com/new-york-ny/mip/old-town-bar-1841081#open-menu,"From Business: Old Town Bar & Restaurant is one of the oldest dining outlets in New York City. Operational since 1892, its menu includes appetizers, salads, soups, sandwiches,…",0
385,Uskudar Turkish Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']",4.0,85.0,,,(212) 988-4046,1405 2nd Ave Frnt 1,"New York, NY 10021",10021,Moderate,37.0,,http://yellowpages.com/new-york-ny/mip/uskudar-turkish-restaurant-4280080#open-menu,"From Business: Traditional, authentic Turkish cuisine in the heart of the Upper East Side-- look no further than Uskudar Turkish Restaurant a delicious meal! Our Hunkar Begendi…",1
386,Westville East,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,78.0,,,(212) 677-2033,173 Avenue A,"New York, NY 10009",10009,Moderate,17.0,http://www.westvillenyc.com,http://yellowpages.com/new-york-ny/mip/westville-east-12563498#open-menu,"From Business: The traditional American food eatery is a staple amongst Manhattan-ites and prides itself on high quality, inexpensive comfort food. Famous for its classic…",1
387,Berimbau,"['Restaurants', 'Brazilian Restaurants', 'Latin American Restaurants']",4.5,132.0,,,(212) 401-0021,43 Carmine St,"New York, NY 10014",10014,Upscale,47.0,http://www.berimbaunyc.com,http://yellowpages.com/new-york-ny/mip/berimbau-467763699#open-menu,"From Business: With its narrow yet spacious dining room, exposed brick walls, and banquette seating, Berimbau, a new addition to New York's Brazilian restaurant scene, boasts…",0
388,Settepani,"['Restaurants', 'Italian Restaurants', 'Continental Restaurants']",4.0,146.0,,,(917) 492-4806,196 Malcolm X Blvd,"New York, NY 10026",10026,Moderate,23.0,,http://yellowpages.com/new-york-ny/mip/settepani-467766938#open-menu,"From Business: First authentic Italian-style restaurant in the historic district of Harlem! Iconic for excellent food, exciting drinks, and boozy brunches.First authentic…",1
389,Calexico,"['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",4.5,75.0,,,(347) 763-2129,645 Manhattan Ave,"Brooklyn, NY 11222",11222,Moderate,14.0,http://www.calexico.net,http://yellowpages.com/brooklyn-ny/mip/calexico-461021836#open-menu,"From Business: Calexico started as a street cart in 2006, and has been serving award-winning Cal-Mex cuisine to New Yorkers ever since. Founded by 3 brothers from the border…",1
390,Urban Plum,"['Restaurants', 'American Restaurants', 'Bars']",4.0,64.0,,,(201) 520-0574,300 Plaza Dr,"Secaucus, NJ 07094",07094,Moderate,14.0,http://www.theurbanplum.com/?Page=home,http://yellowpages.com/secaucus-nj/mip/urban-plum-457905998#open-menu,"From Business: American cusine featuring traditional ingredients with a modern touch.Part pup, part swanky lounge. Urban Plum is a melding of cultures, food and cocktails,…",1
391,Lighthouse,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,25.0,,,(347) 789-7742,145 Borinquen Pl,"Brooklyn, NY 11211",11211,Moderate,,https://www.facebook.com/people/Lighthouse-BK/100050318773477/?paipv=0&eav=AfYUI5gSFDOyx8oJ5nmFmr0Xt9fWBVuBEN8aKcg70Q3jPs5r_cgeL5l6xqMk9Dq57uM&_rdr,http://yellowpages.com/brooklyn-ny/mip/lighthouse-467877403#open-menu,"From Business: A neighborhood gem, local's favorite. Lighthouse is warm & fun, serving delicious food from ingredients sourced locally, natural wine & well made cocktails.A…",1
392,The Lambs Club,"['Restaurants', 'American Restaurants']",4.0,955.0,,,(212) 997-5262,132 W 44th St,"New York, NY 10036",10036,Upscale,119.0,,http://yellowpages.com/new-york-ny/mip/the-lambs-club-458951617#open-menu,,0
393,The Stag's Head,"['Restaurants', 'American Restaurants', 'Bars']",4.5,66.0,,,(212) 888-2453,252 E 51st St,"New York, NY 10022",10022,Moderate,16.0,http://www.thestagsheadnyc.com,,,0
394,Morandi,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,579.0,,,(212) 627-7575,211 Waverly Pl,"New York, NY 10014",10014,Upscale,19.0,http://www.morandiny.com,http://yellowpages.com/new-york-ny/mip/morandi-8779116#open-menu,,1
395,Murphy's Law,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",4.0,34.0,,,(212) 628-3724,417 E 70th St Frnt 2,"New York, NY 10021",10021,Moderate,28.0,https://murphyslawnyc.wordpress.com,,,1
396,Blue Nun Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(212) 249-2700,401 E 76th St Frnt 1,"New York, NY 10021",10021,Unknown,,,,,0
397,Giovanni Venticinque,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,150.0,,,(212) 988-7300,25 E 83rd St,"New York, NY 10028",10028,Moderate,29.0,http://www.giovanniventicinque.com,http://yellowpages.com/new-york-ny/mip/giovanni-venticinque-468455705#open-menu,,0
398,Takahachi Tribeca Restaurant,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']",4.5,60.0,,,(212) 571-1830,145 Duane St Frnt 1,"New York, NY 10013",10013,Upscale,21.0,http://www.takahachi.net,http://yellowpages.com/new-york-ny/mip/takahachi-tribeca-restaurant-12501512#open-menu,,0
399,The Manchester Diner,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",,,,,(212) 665-7712,2800 Broadway,"New York, NY 10025",10025,Moderate,15.0,http://www.themanchesterdiner.com,http://yellowpages.com/new-york-ny/mip/the-manchester-diner-469098303#open-menu,,1
400,Pearl Street Diner,"['Restaurants', 'American Restaurants', 'Coffee Shops']",4.0,299.0,,,(212) 344-6620,212 Pearl St,"New York, NY 10038",10038,Affordable,40.0,http://www.pearldinerny.com,http://yellowpages.com/new-york-ny/mip/pearl-street-diner-3146857#open-menu,,1
401,The Full Shilling,"['Restaurants', 'Irish Restaurants', 'Bars']",4.0,62.0,,,(212) 422-3855,160 Pearl St,"New York, NY 10005",10005,Moderate,25.0,http://www.thefullshilling.com,http://yellowpages.com/new-york-ny/mip/the-full-shilling-3793507#open-menu,,1
402,Vitos Delicatessen,"['Restaurants', 'Italian Restaurants', 'Delicatessens']",4.5,49.0,,,(201) 792-4944,806 Washington St,"Hoboken, NJ 07030",07030,Affordable,38.0,http://www.vitosdeli.com,,,1
403,Golden House Chinese Restaurant,"['Restaurants', 'Take Out Restaurants', 'Restaurant Delivery Service']",4.0,2.0,,,(201) 869-3323,6305 Park Ave,"West New York, NJ 07093",07093,Affordable,,,http://yellowpages.com/west-new-york-nj/mip/golden-house-chinese-restaurant-7861150#open-menu,,0
404,Onieal's Restaurant,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",4.0,37.0,,,(201) 653-1492,343 Park Ave,"Hoboken, NJ 07030",07030,Unknown,41.0,http://www.oniealshobo.com,,,1
405,Willie McBrides,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",3.5,9.0,,,(201) 610-1522,616 Grand St,"Hoboken, NJ 07030",07030,Moderate,28.0,http://www.williemcbrides.com,http://yellowpages.com/hoboken-nj/mip/willie-mcbrides-2278613#open-menu,,0
406,Loreley,"['Restaurants', 'American Restaurants', 'German Restaurants']",,,,,(718) 599-0025,64 Frost St,"Brooklyn, NY 11211",11211,Moderate,21.0,http://www.loreleynyc.com,http://yellowpages.com/brooklyn-ny/mip/loreley-473562272#open-menu,,0
407,Anytime Restaurant,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",,,,,(646) 269-8463,20 Skillman Ave,"Brooklyn, NY 11211",11211,Unknown,,https://anytimecleaner.com,,,0
408,Sugar Freak,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",4.0,88.0,,,(718) 606-1900,3618 30th Ave,"Astoria, NY 11103",11103,Moderate,13.0,,http://yellowpages.com/astoria-ny/mip/sugar-freak-465603435#open-menu,,1
409,Las Tainas,"['Restaurants', 'Family Style Restaurants']",,,,,(718) 218-8890,347 Broadway,"Brooklyn, NY 11211",11211,Affordable,17.0,https://las-tainas.business.site,http://yellowpages.com/brooklyn-ny/mip/las-tainas-11779470#open-menu,,0
410,Toro Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(718) 625-0300,1 Front St,"Brooklyn, NY 11201",11201,Unknown,,http://www.torosrestaurant.com/index.php,http://yellowpages.com/brooklyn-ny/mip/toro-restaurant-1694181#open-menu,,0
411,Pica Pica Restaurant,"['Restaurants', 'Family Style Restaurants']",,,,,(718) 599-2165,392 Broadway,"Brooklyn, NY 11211",11211,Unknown,28.0,,,,0
412,Archives,"['Restaurants', 'American Restaurants', 'Bakeries']",,,,,(718) 222-6548,333 Adams St,"Brooklyn, NY 11201",11201,Moderate,14.0,,http://yellowpages.com/brooklyn-ny/mip/archives-17096587#open-menu,,0
413,Sardi's Restaurant,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",4.0,2121.0,4.0,2.0,(212) 221-8440,234 W 44th St,"New York, NY 10036",10036,Upscale,103.0,http://www.sardis.com,http://yellowpages.com/new-york-ny/mip/sardis-restaurant-474241368#open-menu,"We had a wonderful dining experience! The entire staff, from coat check to our very pleasant waiter, made this an unforgettable experience. Sardi's was recommended by a close…",0
414,TAO Uptown,"['Restaurants', 'Sushi Bars', 'Family Style Restaurants']",4.0,3737.0,4.0,2.0,(212) 888-2288,42 E 58th St,"New York, NY 10022",10022,Upscale,14.0,https://taorestaurant.com,http://yellowpages.com/new-york-ny/mip/tao-uptown-465050565#open-menu,"great place to hang out with friends and have a great dinner""",1
415,Per Se Restaurant,"['Restaurants', 'French Restaurants', 'Family Style Restaurants']",4.5,1875.0,5.0,1.0,(212) 823-9335,10 Columbus Cir,"New York, NY 10019",10019,Fine Dining,20.0,,http://yellowpages.com/new-york-ny/mip/per-se-restaurant-8307159#open-menu,"Business lunch on the corp. account - I have died and gone to heaven!""",0
416,Peasant,"['Restaurants', 'Italian Restaurants', 'Bars']",4.0,379.0,5.0,1.0,(212) 965-9511,194 Elizabeth St Frnt A,"New York, NY 10012",10012,Upscale,24.0,http://www.peasantnyc.com,http://yellowpages.com/new-york-ny/mip/peasant-2081461#open-menu,"The fresh Sardines were perfect;y backed in a wood fired grille, by far the best I ever had and probably I will ever have.""",0
417,El Porton Bar,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",4.5,28.0,3.0,1.0,(212) 665-7338,3151 Broadway,"New York, NY 10027",10027,Affordable,25.0,http://www.elportonbar.com,http://yellowpages.com/new-york-ny/mip/el-porton-bar-3400964#open-menu,"A good place to get a taco and a cheap meal. I recommend it for food and drinks.""",1
418,La Carbonara,"['Restaurants', 'Fine Dining Restaurants', 'Italian Restaurants']",,,,,(212) 255-2060,202 W 14th St,"New York, NY 10011",10011,Moderate,,,http://yellowpages.com/new-york-ny/mip/la-carbonara-3654562#open-menu,"From Business: La Carbonara is the perfect place to go to for Italian ""comfort"" food at a really good price. â€“ eat well and don't worry about what you are spending. Keeping…",0
419,John's of 12th Street,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,349.0,,,(212) 475-9531,302 E 12th St,"New York, NY 10003",10003,Upscale,116.0,http://www.johnsof12thstreet.com,http://yellowpages.com/new-york-ny/mip/johns-of-12th-street-2480162#open-menu,From Business: Serving red-sauce Italian specialties in the East Village since 1908. Traditional old school classics and vegan versions available. Old school goes back to…,1
420,Cowgirl Seahorse,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,256.0,,,(212) 608-7873,259 Front St,"New York, NY 10038",10038,Moderate,15.0,http://cowgirlseahorse.com,http://yellowpages.com/new-york-ny/mip/cowgirl-seahorse-451383576#open-menu,From Business: Where Coney Island Meets the Rodeo! Owned and operated southern comfort bbq restaurant in New York for over 9 years.Where Coney Island Meets the Rodeo! Owned and…,1
421,Cosi,"['Restaurants', 'Sandwich Shops', 'Coffee & Tea']",,,,,(212) 260-1507,53 E 8th St,"New York, NY 10003",10003,Unknown,,,,,0
422,Ra Monita,"['Restaurants', 'Family Style Restaurants']",,,,,(718) 218-7860,108 Moore St,"Brooklyn, NY 11206",11206,Unknown,26.0,,,,0
423,Don Antonio,"['Restaurants', 'Pizza', 'Mediterranean Restaurants']",4.5,2294.0,,,(646) 719-1043,309 W 50th St,"New York, NY 10019",10019,Moderate,12.0,http://www.donantoniopizza.com,http://yellowpages.com/new-york-ny/mip/don-antonio-470635766#open-menu,"From Business: Located in the heart of Hell’s Kitchen and Theatre District, Don Antonio is where pizza fans can find the best Neapolitan Pizza in Midtown Manhattan. Open every…",1
424,CRAFT Burger,"['Restaurants', 'Seafood Restaurants']",,,,,(929) 345-1929,74 5th Ave,"New York, NY 10011",10011,Fine Dining,23.0,http://www.craftedhospitality.com,http://yellowpages.com/new-york-ny/mip/craft-burger-2519954#open-menu,"From Business: Grubhub is part of Just Eat Takeaway.com (LSE: JET, AMS: TKWY, NASDAQ: GRUB), a leading global online food delivery marketplace. Dedicated to connecting more…",1
425,The Bailey,"['Restaurants', 'Family Style Restaurants', 'Bars']",,,,,(212) 859-2200,52 William St,"New York, NY 10005",10005,Moderate,28.0,http://www.thebaileynyc.com,http://yellowpages.com/new-york-ny/mip/the-bailey-467886504#open-menu,"From Business: Founded in 1997, the Bull Run Restaurant & Confererence Center dining facility that serves breakfast, lunch and dinner options. It provides smoked ham, scrambled…",0
426,Skinner's Loft,"['Restaurants', 'American Restaurants', 'Bars']",4.0,166.0,,,(201) 915-0600,146 Newark Ave,"Jersey City, NJ 07302",07302,Moderate,,http://www.skinnersloft.com,http://yellowpages.com/jersey-city-nj/mip/skinners-loft-7477152#open-menu,"From Business: Charming, upscale-casual restaurant & bar with a New American menu, craft brews & rooftop dining.Charming, upscale-casual restaurant & bar with a New American…",1
427,Piccola Strada,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,15.0,,,(212) 674-1557,77 E 4th St,"New York, NY 10003",10003,Moderate,14.0,http://www.facebook.com/pages/Piccola-Strada/218614774819451,,,0
428,Geminis II Restaurant,"['Restaurants', 'Latin American Restaurants', 'Italian Restaurants']",,,,,(718) 384-8108,109 Graham Ave,"Brooklyn, NY 11206",11206,Affordable,20.0,http://www.geminicomputersinc.com,http://yellowpages.com/brooklyn-ny/mip/geminis-ii-restaurant-1982600#open-menu,,1
429,Mayon Grill & Restaurant,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(201) 413-1080,569 W Side Ave,"Jersey City, NJ 07304",07304,Affordable,20.0,,,,0
430,Caravan of Dreams,"['Restaurants', 'Vegetarian Restaurants', 'American Restaurants']",4.0,103.0,3.0,2.0,(212) 254-1613,405 E 6th St,"New York, NY 10009",10009,Moderate,33.0,http://www.caravanofdreams.net,http://yellowpages.com/new-york-ny/mip/caravan-of-dreams-2408805#open-menu,"As far as Health Foods Restaurants go, this is the best in NYC. There may be better Health Food Restaurants somwhere else but this is the best in NYC. There's a huge menu of…",1
431,Choice Kitchen & Cocktails,"['Restaurants', 'Family Style Restaurants', 'Bars']",,,,,(212) 779-1380,380 3rd Ave,"New York, NY 10016",10016,Moderate,,,http://yellowpages.com/new-york-ny/mip/choice-kitchen-cocktails-8679747#open-menu,,0
432,Daniel,"['Restaurants', 'French Restaurants', 'Caterers']",4.5,3403.0,,,(212) 288-0033,60 E 65th St,"New York, NY 10065",10065,Unknown,,http://www.danielnyc.com,http://yellowpages.com/new-york-ny/mip/daniel-458902200#open-menu,,0
433,Satay Malaysian Cuisine,"['Restaurants', 'Asian Restaurants', 'Caterers']",4.0,89.0,,,(201) 386-8688,99 Washington St,"Hoboken, NJ 07030",07030,Moderate,18.0,http://www.sataymalaysian.com,http://yellowpages.com/hoboken-nj/mip/satay-malaysian-cuisine-8699767#open-menu,,0
434,Chimu,"['Restaurants', 'American Restaurants', 'Continental Restaurants']",4.5,70.0,,,(718) 383-0045,482 Union Ave,"Brooklyn, NY 11211",11211,Moderate,,https://www.facebook.com/Chimu-Bistro-Peruvian-Cusine-271466962952871,http://yellowpages.com/brooklyn-ny/mip/chimu-3351449#open-menu,,1
435,Caffe Buon Gusto,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,50.0,3.0,3.0,(718) 624-3838,151 Montague St,"Brooklyn, NY 11201",11201,Unknown,32.0,http://cbgnyc.com,,"This place is the bomb! The owner, Nando, is the sweetest man and he really goes out of his way to make his customers feel at home. And it's true, you really can get your pasta…",0
436,Vapiano,"['Restaurants', 'Italian Restaurants']",4.0,332.0,4.0,2.0,(212) 777-9477,113 University Pl,"New York, NY 10003",10003,Moderate,14.0,http://us.vapiano.com,http://yellowpages.com/new-york-ny/mip/vapiano-457168655#open-menu,I originally checked out Vapiano Restaurant because my brother told me about it.  My first thought when I walked in the door and they handed me a card (what they call a chip…,1
437,UNO Pizzeria & Grill,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.0,418.0,3.0,1.0,(212) 595-4700,432 Columbus Ave,"New York, NY 10024",10024,Moderate,81.0,http://www.unos.com/cookingclasses,http://yellowpages.com/new-york-ny/mip/uno-pizzeria-grill-469341647#open-menu,"The service is terrible, the recepcionist doesn't know how to smile but the New York Style Pizza is amazing! It worth it!""",1
438,Cipriani Downtown,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,560.0,3.0,1.0,(212) 343-0999,376 W Broadway,"New York, NY 10012",10012,Fine Dining,93.0,http://www.cipriani.com,http://yellowpages.com/new-york-ny/mip/cipriani-downtown-460735242#open-menu,"Love cipraini but the one in midtown is nicer !""",1
439,Lucky Strike,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",4.0,173.0,,,(212) 941-0772,59 Grand St,"New York, NY 10013",10013,Moderate,35.0,http://www.luckystrikeny.com,http://yellowpages.com/new-york-ny/mip/lucky-strike-6443140#open-menu,From Business: Live DJ every nightLive DJ every night,0
440,The Brass Rail,"['Restaurants', 'American Restaurants', 'Bars']",3.5,124.0,,,(201) 659-7074,135 Washington St,"Hoboken, NJ 07030",07030,Moderate,24.0,http://www.thebrassrailnj.com,http://yellowpages.com/hoboken-nj/mip/the-brass-rail-1012763#open-menu,From Business: Lively bar scene on the street level & a New American menu served in an upstairs dining room.Lively bar scene on the street level & a New American menu served in…,1
441,The Watering Hole,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",4.0,8.0,,,(212) 674-5783,106 E 19th St,"New York, NY 10003",10003,Moderate,,,http://yellowpages.com/new-york-ny/mip/the-watering-hole-467441876#open-menu,,0
442,Calcutta Restaurant Inc,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(212) 982-8007,324 E 6th St,"New York, NY 10003",10003,Affordable,42.0,,http://yellowpages.com/new-york-ny/mip/calcutta-restaurant-inc-5325758#open-menu,,0
443,Broadway Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,25.0,,,(212) 864-9298,2709 Broadway,"New York, NY 10025",10025,Affordable,32.0,http://www.broadwayfl.com,http://yellowpages.com/new-york-ny/mip/broadway-pizza-6778157#open-menu,,1
444,Los Pollitos III,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",3.5,6.0,,,(718) 636-6125,499 Myrtle Ave Ste A,"Brooklyn, NY 11205",11205,Moderate,23.0,http://lospollitos3.com,http://yellowpages.com/brooklyn-ny/mip/los-pollitos-iii-2105604#open-menu,,1
445,Cloister Cafe,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",3.0,31.0,5.0,13.0,(212) 777-9128,238 E 9th St,"New York, NY 10003",10003,Moderate,43.0,http://www.cloistercafe.com,http://yellowpages.com/new-york-ny/mip/cloister-cafe-9109945#open-menu,"This place is wonderful!! The atmosphere is awesome and the hookah lounge is so much fun.  I'll be back!""",1
446,Saigon 48,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",,,,,(212) 247-8669,234 W 48th St Frnt 1,"New York, NY 10036",10036,Unknown,19.0,,,"I come here because the food is always fantastic and the service is top; of the line.""",0
447,Todaro Brothers,"['Restaurants', 'Italian Restaurants', 'Caterers']",,,,,(212) 532-0633,555 2nd Ave,"New York, NY 10016",10016,Moderate,20.0,http://www.todarobros.com,http://yellowpages.com/new-york-ny/mip/todaro-brothers-5642814?lid=1001105931107#open-menu,"I wholeheartedly recommend trying their diverse array of salads, especially accompanied by the exquisite Fromage Affinois cheese. Their selection includes a variety of fresh…",1
448,Mr. K's,"['Restaurants', 'Chinese Restaurants', 'Banquet Halls & Reception Facilities']",,,,,(212) 583-1668,570 Lexington Ave,"New York, NY 10022",10022,Upscale,28.0,http://www.mrksny.com,http://yellowpages.com/new-york-ny/mip/mr-ks-407372?lid=1001117669298#open-menu,"So delicious!! one of my favorite places in Manhattan, definitely check this place out if you are in this area.""",1
449,Delenio,"['Restaurants', 'Italian Restaurants', 'Caterers']",,,,,(201) 798-9539,357 7th St,"Jersey City, NJ 07302",07302,Moderate,16.0,http://deleniojc.com/catering.php,http://yellowpages.com/jersey-city-nj/mip/delenio-461542665?lid=1000962048766#open-menu,"From Business: Are you looking for delicious, homemade pizza, or are you feeling like some rich, creamy pasta to fill the void? Then you have come to the right place! Delenio…",0
